,Address,Size,Type,Description
1712,115102,1,Sprite tilemap related,Tile for Growing Vine's Piranha head(1)
1713,115106,1,Sprite tilemap related,Tile for Growing Vine's Piranha head(2)
1714,115118,1,Misc.,Y speed of Growing Vine's growth
1715,115174,1,Misc.,Tiles created from growing vine sprite
1716,115353,1,Sprite Misc.,[05] Number of coins awarded when the player collects a Flying Red Coin (Sprite #$7E).
1717,115475,4,Sprite number,"Sprites used by the changing item (Mushroom, Flower, Feather, Star)"
1718,115517,1,Sprite number,Sprite that the Changing Item is made from
1719,115525,4,Sprite tilemap related,"Eaten berry palettes (unused, red, pink, green)"
1720,115532,1,Misc.,Change to 00 and the Fire Flower won't flip back and forth
1721,115551,1,Sprite tilemap related,Eaten berry tile
1722,115585,1,Sprite physics,"[$10] Y speed at which the powerups dropped from the item box fall. Does not include the feather, who's speed is handled at $01C730."
1723,115756,3,ASM,Set to EA EA EA to disable moving coin and star movement
1724,115835,1,Sprite physics,Star bounce height (between 80-FF)
1725,115984,20,Misc.,"Table of items to put in the item box when a powerup is touched. Indexed by Mario's status ($19), plus 4 times the type of powerup touched. Powerups are ordered as follows:

$01C510 to $01C513 - Mushroom

$01C514 to $01C517 - Flower

$01C518 to $01C51B - Star

$01C51C to $01C51F - Cape

$01C520 to $01C523 - 1-up


For a list of possible values, see $0DC2.

Note: A value of 0x00 (empty) means that the item in the item box doesn't change."
1726,116004,20,Misc.,"Action to take when Mario touches a powerup. Indexed by Mario's status ($19), plus 4 times the type of powerup touched. Powerups are ordered as follows:

$01C524 to $01C527 - Mushroom

$01C528 to $01C52B - Flower

$01C52C to $01C52F - Star

$01C530 to $01C533 - Cape

$01C534 to $01C537 - 1up


Possible values are:

00: Give a mushroom

01: Do nothing

02: Give a star

03: Give a cape

04: Give a flower

05: Give a 1up"
1727,116024,28,ASM,"Handles what happens when the player touches a powerup. This routine will manage the item box as well. $01:C549 [0B] is the sound effect to play when touching a powerup.


Set $01:C545 to EA EA EA to disable the item box."
1728,116052,12,Pointer,powerup routines (indexed by values from $01C524 - $01C537)
1729,116070,1,Timer,Length of Mario's growing animation. Setting it higher than 2F may cause it to use different Mario tiles.
1730,116072,1,Mario tilemap,Changing this to 99 will make Mario face the camera if he grows from a mushroom.
1731,116080,1,Misc.,"How many points you get by getting a powerup.

00 = 200

01 = 400

02 = 800

03 = 1000

04 = 2000

05 = 4000

06 = 8000

07 and above = 1-up

FB = nothing"
1732,116091,1,Sound effect,Mario picking up a Mushroom or Flower Sound Effect.
1733,116096,18,Subroutine (JSL),"Star Subroutine. JSL to it to give Mario star power. $01C581 controls how long stars last, $01C586 controls the music that is played during star power."
1734,116121,1,Misc.,What powerup feathers give you
1735,116125,1,Sound effect,Sound Effect will make if you grabbed the feather. Change to 0C to make the sound effect like in SMB3.
1736,116216,1,Misc.,What powerup flowers give you
1737,116233,5,Sprite tilemap related,"Tilemap: Power-ups (Mushroom, Flower, Star, Feather, 1Up)"
1738,116242,1,Sprite tilemap related,Tile used by the P-Balloon
1739,116243,1,Sprite tilemap related,Tile used by Flying Red Coin
1740,116244,1,Sprite tilemap related,Tile used by Flying Yellow 1Up Mushroom
1741,116245,1,Sprite tilemap related,Tile used by Flying Key?
1742,116246,4,Palette,"The palettes the star sprite flashes through. 00 is palette 8, 02 is palette 9, 04 palette A, etc. YXPPCCCT format."
1743,116289,96,Sprite subroutine (JSL),"The GFX routine of the moving coin (sprite 21) and various other coin sprites, such as the directional coins.


- $01C641: 4 bytes, JSRs to the main routine and ends in RTL.

- $01C645: Start of the main GFX routine.

- $01C653: Tile used by the first frame.  This is the 16x16 one.

- $01C667: Changing this to [80 07] will cause all 4 frames to use 2 tiles, and changing it to [D0 00] or [EA EA] will cause all 4 frames to use only 1 tile.

- $01C66A: Changing this to 00 will cause all 4 frames to be 8x8.

- $01C66D: Tiles used by the second, third, and fourth frames.  These are all 8x8.

- $01C699: Changing this to 02 will cause all 4 frames to be 16x16."
1744,116385,69,Sprite subroutine (JSR),"Graphics routine for the powerups (mushroom, fire flower, cape feather, and star).


- $01C6A3: Changing this to [80] will disable the star flashing.

- $01C6C2: Changing this to [30] will fix the powerups being covered by the background in levels with transparent layer 3.

- $01C6C3: Changing this to [80] will disable the x-flipping of the feather and fire flower."
1745,116714,1,Sprite tilemap related,Tilemap:  Swinging Platform's Chain 1 (Sprite 5F)
1746,116719,1,Palette,Palette of chain link connected to platform
1747,116849,1,Sprite tilemap related,Tilemap:  Swinging Platform's Chain 2 (Sprite 5F)
1748,116935,1,Sprite tilemap related,Tilemap:  Swinging Platform's Chain 3 (Sprite 5F). Also used by Chains 4 and 5.
1749,116940,1,Palette,Palette of other chain links
1750,116987,1,Palette,Palette of wooden platform
1751,117179,4,Sprite tilemap related,Tilemap:  Brown Swinging Platform (Sprite 5F)
1752,117451,85,ASM,"Sprite rotation preparation routine. First JSR to this, then to $01CB20 and finally to $01CB53."
1753,117536,51,ASM,"Routine for preparing the game's global rotation routine. First you can JSR to either $01CACB

for sprite rotation or to $01CCC7 for Mode 7 rotation (this step seems to be optional). Next you JSR to this to prepare the rotation and finally you JSR to $01CB53."
1754,117587,330,ASM,"The game's global rotation routine. First you can JSR to either $01CACB

for sprite rotation or to $01CCC7 for Mode 7 rotation (this step seems to be optional). Next you JSR to $01CB20 to prepare the rotation and finally you JSR to this."
1755,117959,35,ASM,"Mode 7 rotation preparation routine. First JSR to this, then to $01CB20 and finally to $01CB53."
1756,118046,12,Empty,Unused ROM.
1757,118095,1,Coordinate,Y lo starting position of Morton/Ludwig/Roy at the boss battle.
1758,118142,1,Coordinate,X low position of Ludwig at the start of the boss battle.
1759,118146,1,Coordinate,X high position of Ludwig at the start of the boss battle.
1760,118334,2,ASM,Change [64 7B] to [EA EA] in order to prevent Mario from slowing down when Ludwig appears.
1761,118446,2,Sprite physics,Ludwig's shell speed
1762,118452,2,Sprite physics,Ludwig's horizontal jump distance
1763,118478,1,Timer,Counts how long to delay before Ludwig jumps out of his shell.
1764,118488,1,Sprite physics,Vertical height of Ludwig's jump (lower is shorter).
1765,118615,1,Misc.,Ludwig jump right type modifier
1766,118616,1,Misc.,Ludwig jump left type modifier
1767,118733,1,Misc.,"Ludwig, Morton, and Roy's HP"
1768,118737,1,Sound effect,Morton/Ludwig/Roy spiralling out sound effect.
1769,118863,1,Music,Music played after Morton/Ludwig/Roy is defeated
1770,118874,1,Sound effect,What sound is played by Ludwig's fireball.
1771,118895,1,Sprite number,Sprite spawned by Ludwig von Koopa
1772,118912,1,Misc.,Height of fireball spawned by Ludwig.
1773,118968,1,Misc.,How long fireballs stay in Ludwig's mouth for.
1774,118974,1,Sprite physics,X Speed of Ludwig's Fireball (Right)
1775,118975,1,Sprite physics,Left speed of ludwig's fireballs (reversed)
1776,119074,1,Sprite physics,"Morton and Roy's speed for first hit, left."
1777,119076,1,Sprite physics,"Morton and Roy's speed for first hit, right."
1778,119078,1,Sprite physics,"Morton and Roy's speed for second hit, left."
1779,119080,1,Sprite physics,"Morton and Roy's speed for second hit, right."
1780,119082,1,Sprite physics,"Morton and Roy's speed for third hit, left."
1781,119084,1,Sprite physics,"Morton and Roy's speed for third hit, right."
1782,119087,1,Sprite physics,"Morton and Roy's vertical speed for first hit, up."
1783,119089,1,Sprite physics,"Morton and Roy's vertical speed for first hit, down."
1784,119091,1,Sprite physics,"Morton and Roy's vertical speed for second hit, up."
1785,119093,1,Sprite physics,"Morton and Roy's vertical speed for second hit, down."
1786,119095,1,Sprite physics,"Morton and Roy's vertical speed for third hit, up."
1787,119097,1,Sprite physics,"Morton and Roy's vertical speed for third hit, down."
1788,119353,2,Sprite physics,"How fast Morton and Roy rotate when they're crawling on a wall or ceiling. By default FC and 04. The closer to 00, the slower it gets. Do not exceed above a difference of 80 (that is, don't make the first value 01-7F, and don't make the second value 81-FF). Using 00 isn't recommended either."
1789,119406,1,Sprite physics,Falling speed of Morton and Roy
1790,119436,1,Timer,How much the ground shakes after Morton/Roy hit the floor.
1791,119445,1,Timer,How long Mario is stunned for after Morton/Roy hits ground.
1792,119450,1,Sound effect,Morton/Roy landing sound effect.
1793,119455,1,Timer,How long Morton/Roy stays put after landing on floor.
1794,119504,1,Misc.,"Timer determining how many frames to wait before being able to interact with Morton/Ludwig/Roy, after having interacted with it. (By default: 08)"
1795,119546,1,Misc.,Y speed of Mario when he bounces off Morton/Roy (normal state) and Ludwig (always).
1796,119550,1,Sound effect,"Which sound to generate when stomping Ludwig when he's inside his shell, and Morton/Roy/Ludwig when they're vulnerable (a second sound effect is generated too here, see $01D3AC).

By default #$02."
1797,119583,1,Sound effect,"SFX Played when Mario hits Morton/Roy while on the ceiling, while falling, and after they have just landed."
1798,119600,1,Mario physics,Mario's Y-Speed after jumping on Morton/Roy when they have just landed. Closer to 80 - highest.
1799,119605,1,Sound effect,Sound effect played when Mario hits Morton/Roy when going up the wall.
1800,119619,1,Misc.,X speed of Mario when he bounces off Morton/Roy when they're crawling on the left side of the screen.
1801,119625,1,Misc.,X speed of Mario when he bounces off Morton/Roy when they're crawling on the right half of the screen.
1802,119629,1,Misc.,"Y speed of Mario when he bounces off Morton/Roy in their unusual state (as in, crawling on walls, falling from ceiling)."
1803,119674,1,Misc.,"Horizontal scaling of Morton/Roy/Ludwig (Mode 7) just after they're hit. The higher the value, the thinner they are. Extreme values, such as 00 (biggest) or FF (smallest), are not recommended as they may or may not partially affect the gameplay. Keep the value near the original, if you change it.

By default: #$18."
1804,119683,1,Misc.,"Vertical scaling of Morton/Roy/Ludwig (Mode 7) just after they had been hit. The bigger the value, the shorter the Koopa Kids become.

Do not change the value to #$00 - #$1F or #$80 - #$FF as it will mess up. If changing value, keep it near the original since it might affect the Koopa Kid's height afterwards, if the value was too extreme.

By default: #$28."
1805,119714,1,Timer,How long Morton/Roy/Ludwig recovers after Mario has hit him.
1806,119724,1,Sound effect,"Which sound to generate when stomping Morton/Roy/Ludwig when they're vulnerable (a second sound effect is generated too, see $01D2FE).

By default #$28."
1807,119796,1,Sound effect,"Sound effect played when Morton, Ludwig and Roy takes damage from a fireball. Stored into $1DF9."
1808,119800,6,Misc.,"Counts fireball hits to Morton/Roy/Ludwig. Change to [80 06] to make Morton/Roy/Ludwig immune to fireballs.


Alternately, change to [FE 10 15 BD 10 15] to decouple their fireball HP from their stomp HP, so that they don't die after 2+ fireballs and a single jump."
1809,119807,1,Misc.,"How many fireballs it takes before Morton/Ludwig/Roy are killed.

Counts up to the stomping HP counter as well. By default: 0C."
1810,119878,4,Sprite tilemap related,Sprite tilemap: Ludwig Fireball
1811,120530,6,Sprite Misc.,"The code that determines whether sprite 63 should be brown or checkered.  Change to ""A9 xx EA EA EA EA"" to make the platform always brown or always checkered (if brown, xx = 00, if checkered, xx = 01).


- $01D6D5: change to 00 to make sprite 63 use the small wooden platform no matter which x-position. (to use with $01D6D7)

- $01D6D7: change to 00 to make sprite 63 use the small wooden platform no matter which x-position. (to use with $01D6D5)"
1812,120557,3,ASM,"Change to EA EA EA to make all line-guided sprites move at the same speed instead of the chainsaws, Grinder, and Fuzzy going twice as fast."
1813,120560,23,Sprite Misc.,"Change to B5 E4 29 10 4A 4A 4A 4A 9D 7C 15 80 14 EA EA EA EA EA EA EA EA EA EA to fix certain line-guided sprites: instead of moving left on odd starting X positions and not showing up at all on even ones (actually, they are just shifted offscreen), they will instead move right on even starting X positions.

x$01D6FA - X position (low byte) of sprites 65, 66, 67 and 68. Change it to 0F to fix its x position when it goes to the right. (USE WITH $01D701)

$01D701 - X position (high byte) of sprites 65, 66, 67 and 68. Change it to 00 to fix its x position when it goes to the right. (USE WITH $01D6FA)"
1814,120701,1,ASM,"Change from F0 to D0 to switch the speeds of the line-guided sprites.  (Normally, the chainsaws, Grinder, and Fuzzy move fast, while the platforms and rope move slow.) Use with $01D7A1."
